model,vignette_id,vignette_class,prompt,photo_id,cfd_name,race,gender,age_rated,female_prob,BlackProb,LatinoProb,OtherProb,WhiteProb,afraid,angry,disgusted,happy,sad,surprised,attractive,babyfaced,feminine,masculine,prototypic,threatening,trustworthy,Unusual,luminance,race_ambiguity,age_rated_z,female_prob_z,BlackProb_z,LatinoProb_z,OtherProb_z,WhiteProb_z,afraid_z,angry_z,disgusted_z,happy_z,sad_z,surprised_z,attractive_z,babyfaced_z,feminine_z,masculine_z,prototypic_z,threatening_z,trustworthy_z,Unusual_z,luminance_z,race_ambiguity_z,n_admits,n_total,admit_rate,mentions_race_rate,mentions_race_n,mentions_gender_rate,mentions_gender_n,gender_used_in_reasoning_rate,gender_used_in_reasoning_n,clinical_fidelity_passed_rate,clinical_fidelity_passed_n
llama,5,clear,acknowledge,WF_5,WF-235,W,F,29.61538462,1.0,0.0,0.16,0.08,0.56,2.5,2.692307692,2.576923077,2.68,2.807692308,2.384615385,2.961538462,2.807692308,3.692307692,2.923076923,1.764705882,2.807692308,3.72,3.230769231,168.0,0.4399999999999999,-0.6656467755625978,1.0026153608757988,-0.5196624786487102,0.0723786178158601,0.5443826693350933,0.8663804055633031,0.651681053394885,0.2665598419869008,0.4767118491434269,0.2232095299054584,0.2184832078526785,1.0978315626137936,-0.3460518631419113,0.6920276297411254,0.4449225330345305,-0.4851756587771008,-1.7055715112661556,0.6820132222658358,0.2772303346272731,1.3693695229797576,0.8854978174757462,-0.0739956384372623,15,20,0.75,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,acknowledge,WM_1,WM-002,W,M,30.43209877,0.0,0.0,0.061728395,0.24691358,0.62962963,2.0375,3.569620253,3.025,2.0125,2.775,1.7875,2.5125,1.7875,1.696202532,4.875,1.872727273,3.525,2.975,3.3125,156.5,0.3703703699999999,0.2658092780948869,-0.999221315893738,-0.5196624786487102,-0.3897959937333909,2.4907444410684567,1.054751350714887,-0.1724907382926489,1.443874158923698,1.1903508851133864,-0.8099575655811704,0.1671864826409212,-0.2504399063151421,-0.9550951848769532,-1.348699911820091,-0.9627277136696504,0.9996951127299384,-1.5700586643103325,1.7190587288281225,-1.2800176418919007,1.5278432005183458,0.4930302593148235,-0.2544144673319964,15,20,0.75,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,acknowledge,WM_2,WM-011,W,M,30.98863636,0.0,0.0,0.011363636,0.011363636,0.977272727,2.045454545,2.75,2.556818182,1.920454545,3.284090909,1.693181818,3.170454545,2.511363636,2.114942529,4.25,3.566037736,2.443181818,3.056818182,2.352272727,150.5,0.0227272729999999,0.9005360148527219,-0.999221315893738,-0.5196624786487102,-0.6266631226115306,-0.2559787814250909,1.9952397427588155,-0.158315794282467,0.3439803454709805,0.444691369735526,-0.9524269819034108,0.9659889552830084,-0.4634079808052121,-0.0626931847171803,0.0992706783677376,-0.6674329206428352,0.524243880492727,0.5541994987900974,0.1550232429790701,-1.1089958991241455,-0.3340106531406087,0.2882645767960813,-1.1551999581363916,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,acknowledge,WM_3,WM-016,W,M,30.39534884,0.011627907,0.0,0.034883721,0.0,0.965116279,2.104651163,3.174418605,2.523255814,2.11627907,2.61627907,1.61627907,3.255813953,1.848837209,1.406976744,5.209302326,4.01754386,3.058823529,3.081395349,1.953488372,144.0,0.034883721,0.2238962724612903,-0.9759441451870728,-0.5196624786487102,-0.5160473842354212,-0.3884889504496426,1.9623525710268088,-0.0528278316470019,0.9135311786099618,0.3912375659019617,-0.6493266737097045,-0.0818587646865093,-0.6370524448657584,0.0530821481086672,-1.2260048760437614,-1.1666892884352862,1.2540062372682843,1.1206139812811526,1.045085453611085,-1.057623088950557,-1.1072423754764626,0.0664350874007771,-1.1237011247851338,16,20,0.8,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,acknowledge,WM_4,WM-212,W,M,30.11111111,0.0,0.0,0.0,0.0,1.0,1.962962963,3.333333333,2.884615385,1.925925926,2.444444444,1.576923077,3.703703704,2.296296296,1.814814815,4.962962963,3.956521739,3.333333333,3.481481481,2.518518519,158.5,0.0,-0.1002746192593475,-0.999221315893738,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,2.056724456891694,-0.3053152211712868,1.1267876538543835,0.9667644066068514,-0.943958291542256,-0.3514804014270863,-0.7259172837666468,0.6605674412507073,-0.3309362939713542,-0.8790825166264765,1.0666104713692763,1.044061723738082,1.44195720323885,-0.221336754064137,-0.0116647073493091,0.5612854868210709,-1.21408908304817,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,acknowledge,WM_5,WM-216,W,M,30.88461538,0.0,0.0,0.0,0.0,0.961538462,2.653846154,2.115384615,2.307692308,1.615384615,3.0,2.038461538,2.653846154,2.961538462,2.0,3.615384615,3.840909091,2.076923077,3.192307692,2.192307692,161.0,0.0384615379999999,0.7819009066837432,-0.999221315893738,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,1.9526734047025105,0.9258338326087582,-0.5076451888280291,0.047915862159266,-1.42461906205084,0.5202286469520297,0.3162249125521942,-0.7633834754540915,0.9997716513036446,-0.748490212886723,0.041478013620819,0.899025644036225,-0.3744942650991929,-0.8257868182018986,-0.644178386592853,0.6466045212038802,-1.1144305663585037,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AF_1,AF-204,A,F,30.13793103,1.0,0.0,0.068965517,0.0,0.0,2.551724138,1.586206897,1.655172414,1.275862069,3.517241379,1.137931034,3.172413793,2.068965517,4.62962963,1.482758621,2.574468085,1.206896552,3.310344828,1.517241379,168.5,0.931034483,-0.069686711797954,1.0026153608757988,-0.5196624786487102,-0.3557595693859454,-0.3884889504496426,-0.6486029324910125,0.7438531085061353,-1.217778077949336,-0.991333526065488,-1.950137448122818,1.3318198287894625,-1.7171502372832017,-0.0600358023078697,-0.7856742665202181,1.1059205023333731,-1.5808574371766335,-0.6897247380492721,-1.6323325796801709,-0.5790578367386525,-1.9531131061906288,0.902561624352308,1.1983343505313884,16,20,0.8,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AF_2,AF-215,A,F,30.44444444,1.0,0.0,0.0,0.0,0.0,2.111111111,3.074074074,2.423076923,1.518518519,3.115384615,1.296296296,2.814814815,2.703703704,4.296296296,1.925925926,3.723404255,2.333333333,3.37037037,2.222222222,172.5,1.0,0.2798894174655094,1.0026153608757988,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,-0.6486029324910125,-0.0413162491229626,0.7788732947219771,0.2316855704117147,-1.5745499430327865,0.7012759100978252,-1.3595654726165602,-0.5450572154851138,0.4840154672035277,0.8708543548966184,-1.2437303311774437,0.751615814279107,-0.0037898842777952,-0.4535885027534624,-0.5861749487328906,1.0390720793648027,1.3770323819766206,17,20,0.85,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AF_3,AF-232,A,F,29.69230769,0.92,0.0,0.0,0.038461538,0.0,1.269230769,1.307692308,1.423076923,2.961538462,1.84,1.423076923,2.846153846,2.192307692,3.769230769,2.769230769,3.191489362,1.538461538,3.615384615,2.807692308,169.0,0.961538462,-0.5779166202598912,0.8424684267342358,-0.5196624786487102,-0.6801066789072386,0.0600070152187595,-0.6486029324910125,-1.5415411785341064,-1.5915322308953668,-1.3609852397517437,0.658979230358361,-1.2998998446074623,-1.0732980166255854,-0.5025512184371428,-0.538948456508952,0.499168567004151,-0.6022098083679102,0.0843285221849684,-1.1529734668481737,0.0585563794540856,0.5490351900246858,0.91962543122887,1.277373865286954,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AF_4,AF-237,A,F,30.51851852,1.0,0.0,0.037037037,0.0,0.037037037,2.0,2.518518519,2.0,2.62962963,2.37037037,1.814814815,4.555555556,2.62962963,5.185185185,1.62962963,2.191489362,2.0,3.615384615,2.222222222,170.0,0.962962963,0.3643703221187568,1.0026153608757988,-0.5196624786487102,-0.50592026780293,-0.3884889504496426,-0.5484056218733319,-0.2393154781592059,0.0333425251525352,-0.4421366953041584,0.1452454716710212,-0.4677082743350921,-0.1887637434348771,1.815957737345716,0.3358424200808833,1.4976974135526335,-1.4691294336422778,-1.1701715884072317,-0.4857055796347616,0.0585563794540856,-0.5861749487328906,0.9537530449819936,1.2810649204050029,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AF_5,AF-245,A,F,30.22222222,1.0,0.0,0.0,0.037037037,0.0,1.666666667,1.777777778,1.444444444,3.692307692,2.037037037,2.0,4.555555556,2.555555556,5.037037037,1.703703704,3.212765957,1.62962963,3.740740741,2.730769231,167.0,0.962962963,0.0264467263156034,1.0026153608757988,-0.5196624786487102,-0.6801066789072386,0.0433960582780723,-0.6486029324910125,-0.8333131652679353,-0.96069850228201,-1.326953812769489,1.7900754443360392,-0.9907337024211156,0.229379730466447,1.815957737345716,0.187669372958238,1.3932235705608311,-1.4127796580260692,0.1110200129654936,-1.021167463364724,0.3205839949678882,0.3998834929474935,0.8513702037226224,1.2810649204050029,17,20,0.85,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AM_1,AM-214,A,M,29.22222222,0.0,0.037037037,0.259259259,0.407407407,0.0,1.925925926,2.259259259,1.814814815,2.851851852,2.259259259,1.666666667,3.888888889,2.592592593,1.925925926,4.62962963,1.511627907,2.444444444,3.407407407,2.925925926,119.0,0.592592593,-1.1140453952638814,-0.999221315893738,-0.4215270594265247,0.5391981988229222,4.362246145555222,-0.6486029324910125,-0.3713149641833682,-0.3145718353218268,-0.7370757339283782,0.4892045543022189,-0.6420500836971003,-0.5232785225559365,0.9117392444547684,0.2617558965195606,-0.8007271343826246,0.8130364810963377,-2.023057858892105,0.1568486808411935,-0.3761712531903536,0.7782868718870285,-0.7867552564273155,0.3213903046888293,18,19,0.9473684210526316,0.0,19,0.0,19,0.0,19,1.0,19
llama,5,clear,baseline,AM_2,AM-236,A,M,31.75,0.0,0.0,0.071428571,0.0,0.0,1.892857143,1.464285714,1.571428571,2.321428571,2.178571429,1.821428571,2.888888889,2.607142857,1.428571429,4.392857143,2.604651163,1.5,3.62962963,1.892857143,159.0,0.928571429,1.7688652479298,-0.999221315893738,-0.5196624786487102,-0.3441757448857266,-0.3884889504496426,-0.6486029324910125,-0.4302433060947976,-1.3813908662128012,-1.1247099003424994,-0.3317930196442342,-0.7686554443049526,-0.1738300493093147,-0.4445884942034894,0.2908613154184713,-1.1514607502415624,0.6329184479699067,-0.6518600633602587,-1.2085791233930845,0.0883322462785628,-1.224804634474837,0.5783492936976328,1.1919522784424732,14,20,0.7,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AM_3,AM-237,A,M,29.44,0.0,0.0,0.0,0.0,0.0,2.653846154,2.0,2.692307692,2.307692308,2.576923077,2.038461538,3.269230769,2.230769231,2.0,4.038461538,3.651162791,1.923076923,3.423076923,2.615384615,170.0,1.0,-0.8656715529188085,-0.999221315893738,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,-0.6486029324910125,0.9258338326087582,-0.662486194454233,0.6604815573958757,-0.3530542255566697,-0.1436113200079886,0.3162249125521942,0.071279747813941,-0.4620124501181539,-0.748490212886723,0.3633219246151836,0.6609888897017643,-0.5969168941703302,-0.343417800728562,0.1761559463622188,0.9537530449819936,1.3770323819766206,17,19,0.8947368421052632,0.0,19,0.0,19,0.0,19,1.0,19
llama,5,clear,baseline,AM_4,AM-242,A,M,29.36,0.0,0.0,0.0,0.0,0.0,1.16,1.2,1.44,2.64,1.56,1.24,2.4,2.24,1.48,3.96,3.720930233,1.16,4.16,2.12,159.5,1.0,-0.9569109226451692,-0.999221315893738,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,-0.6486029324910125,-1.7361896511700787,-1.736050503707794,-1.3340323489956951,0.16129689496993,-1.7392412046390635,-1.486681088140649,-1.1076820554760074,-0.443547809304483,-1.1151934021546543,0.3036345087346607,0.748512153406499,-1.700133133148744,1.1969472603567175,-0.7843809811086041,0.5954131005741946,1.3770323819766206,16,20,0.8,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,AM_5,AM-246,A,M,29.07142857,0.0,0.0,0.035714286,0.0,0.035714286,1.607142857,1.642857143,1.678571429,2.892857143,2.037037037,1.518518519,3.074074074,2.925925926,1.892857143,4.107142857,2.860465116,1.321428571,3.75,2.142857143,156.0,0.964285714,-1.2860243650730965,-0.999221315893738,-0.5196624786487102,-0.5121412095449661,-0.3884889504496426,-0.5519840963829652,-0.9393841817777052,-1.1417559751792932,-0.9540665978884112,0.5526731946049219,-0.9907337024211156,-0.8577933016769965,-0.1934166909994284,0.928534608571462,-0.8240471885966805,0.4155693130155471,-0.3309414310307313,-1.4667482467835198,0.3399383068360984,-0.7400616194587046,0.4759664524382617,1.284492328913986,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BF_1,BF-007,B,F,30.51086957,0.97826087,0.97826087,0.0,0.010869565,0.0,2.725274725,2.813186813,2.747252747,1.604395604,4.164835165,1.813186813,1.769230769,2.164835165,3.197802198,3.0,3.909090909,2.577777778,2.835164835,2.555555556,109.0,0.02173913,0.3556467549054012,0.9590971731207376,2.072392619768314,-0.6801066789072386,-0.2617400916008242,-0.6486029324910125,1.053119050638488,0.4287742295363294,0.7479909426572017,-1.4416280277094775,2.347943881251084,-0.1924397308622642,-1.9632118601734456,-0.5939027450735195,0.0961980296493118,-0.4266585839816961,0.9845597422576025,0.3496149601405776,-1.5723102965797864,0.0601490725812664,-1.1280313939585525,-1.1577603566742056,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BF_2,BF-009,B,F,30.07446809,1.0,0.956989247,0.010752688,0.010752688,0.0,2.0,2.784946237,2.804347826,2.064516129,2.677419355,2.365591398,2.77173913,2.0,3.795698925,2.505376344,3.596153846,2.554347826,3.301075269,2.193548387,104.5,0.043010753,-0.1420656948802265,1.0026153608757988,2.016030129414637,-0.6295364312806705,-0.263102982054644,-0.6486029324910125,-0.2393154781592059,0.390876636453376,0.8389246083844779,-0.7294461754427622,0.0140750066157039,1.0548758801080158,-0.6034819619123195,-0.9236284824619329,0.5178338693488455,-0.8029296667638955,0.591980162115704,0.3157411752759224,-0.5984336783439879,-0.6417727136527913,-1.2816056558476092,-1.1026429977229906,20,20,1.0,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BF_3,BF-023,B,F,30.75,1.0,0.945652174,0.010869565,0.032608696,0.0,2.989010989,2.747252747,2.32967033,1.835164835,3.307692308,2.153846154,2.857142857,2.032967033,3.911111111,2.384615385,3.34,2.373626374,3.230769231,2.263736264,112.5,0.0543478259999999,0.6283731263503151,1.0026153608757988,1.9859907822711949,-0.6289867548805136,-0.0082423622422921,-0.6486029324910125,1.5230952435765566,0.3402936545093684,0.0829196162637961,-1.0844397488780877,1.0030213507662529,0.5767604633253857,-0.4876465179974221,-0.8576833349842505,0.599222362976891,-0.8947951815842113,0.2706351339800865,0.0544636623951434,-0.7453919809112095,-0.5056803811945457,-1.0085847458226196,-1.0732672645221375,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BF_4,BF-032,B,F,30.48958333,0.979166667,0.989583333,0.0,0.0,0.010416667,1.968421053,2.726315789,2.389473684,2.542553191,2.578947368,2.115789474,2.357894737,2.968421053,3.652631579,2.736842105,4.487804878,2.357894737,3.357894737,3.147368421,94.0,0.0104166669999999,0.3313699658873489,0.9609104307770456,2.1023932554328977,-0.6801066789072386,-0.3884889504496426,-0.6204224379498335,-0.2955889426534669,0.3121971909429423,0.1781666725294683,0.0104671771887011,-0.1404350530042751,0.490829440385559,-1.1647905916264083,1.0135391468050925,0.4169430000059635,-0.6268485767028174,1.7105564803693538,0.0317196940205243,-0.4796658910018456,1.2076576826030072,-1.6399456002554085,-1.1870982335904547,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BF_5,BF-048,B,F,30.76344086,0.989361702,0.968085106,0.0,0.021276596,0.0,2.117021277,2.032258065,1.744680851,2.489361702,2.425531915,1.882978723,2.680851064,1.925531915,3.489361702,2.64893617,3.897435897,1.861702128,3.419354839,2.095744681,95.5,0.031914894,0.6437023212875672,0.9813192257609946,2.045430342358109,-0.6801066789072386,-0.1403847932743247,-0.6486029324910125,-0.0307843743091447,-0.6191973103672559,-0.8487760511922331,-0.0718634538146531,-0.3811556021860046,-0.0348513595375896,-0.7267559669411217,-1.0725896840267084,0.3018053372996505,-0.6937205528895602,0.9699385284146488,-0.6856493252885115,-0.3511979453962592,-0.8314113669575561,-1.5887541796257223,-1.131393716150779,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BM_1,BM-029,B,M,29.84615385,0.0,0.978021978,0.0,0.021978022,0.0,2.066666667,2.076923077,1.855555556,3.054945055,2.351648352,2.0,3.0,2.211111111,1.681318681,4.922222222,4.041666667,2.285714286,3.538461538,2.644444444,57.5,0.0219780219999999,-0.4024562868446337,-0.999221315893738,2.071759638070323,-0.6801066789072386,-0.1322055381645856,-0.6486029324910125,-0.1205159400246631,-0.5592588569227785,-0.6721891449532486,0.8035554376828731,-0.4970845488017206,0.229379730466447,-0.2938854122810527,-0.5013352979623618,-0.9732237821894364,1.0356180945521454,1.1508760453304474,-0.0726349827883634,-0.1022332930370266,0.2325021428634716,-2.8856035022444235,-1.157141358485183,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BM_2,BM-041,B,M,30.42352941,0.0,0.964705882,0.011764706,0.011764706,0.0,2.142857143,1.880952381,1.785714286,2.607142857,2.845238095,1.666666667,3.261904762,2.095238095,1.571428571,5.21686747,3.782608696,1.94047619,3.69047619,2.25,81.5,0.035294118,0.2560359905279095,-0.999221315893738,2.0364765601242425,-0.624776877124301,-0.2513019461682526,-0.6486029324910125,0.0152549596822477,-0.8222427880292531,-0.7834232970269936,0.1104400874803435,0.2773954118670958,-0.5232785225559365,0.0613432813062363,-0.7331202793042949,-1.0507181164317514,1.2597612085272476,0.8258877920611561,-0.5717619545801557,0.2155177260613176,-0.5323146133002156,-2.0665407721694544,-1.122637736309252,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BM_3,BM-202,B,M,29.66666667,0.037037037,0.962962963,0.037037037,0.0,0.0,1.730769231,2.555555556,1.962962963,1.666666667,3.5,1.481481481,2.185185185,3.296296296,1.407407407,5.185185185,3.795918367,2.407407407,3.296296296,1.851851852,99.5,0.037037037,-0.6071600015591513,-0.9250792168282675,2.031858423777771,-0.50592026780293,-0.3884889504496426,-0.6486029324910125,-0.7190828408924872,0.0830445764571643,-0.5011245030290022,-1.3452438879453203,1.304766789865604,-0.9414219987152356,-1.3990413477352497,1.669399844184685,-1.166385585559133,1.2356597982179025,0.842584775802602,0.103302492468197,-0.608423001879679,-1.3043127480386525,-1.4522437246132278,-1.1181216214765526,18,20,0.9,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,BM_4,BM-216,B,M,29.5384615384615,0.074074074,0.96296296,0.03703704,0.0,0.0,1.85185185,1.74074074,1.62962963,2.33333333,3.03846154,1.48148148,2.14814815,2.59259259,1.37037037,4.74074074,4.11363636,1.77777778,3.85185185,2.59259259,85.5,0.0370370399999999,-0.7533769440248725,-0.8509371177627973,2.031858415828802,-0.5059202536938306,-0.3884889504496426,-0.6486029324910125,-0.5033144537715162,-1.0104005549285948,-1.0320147725525983,-0.3133666446951736,0.5805777372824222,-0.9414220009732106,-1.4492757056634062,0.2617558905185526,-1.1925040463070835,0.8975611437599283,1.2411620331582338,-0.8069827069812446,0.5528357394766817,0.131962846694927,-1.93003031715696,-1.1181216137031884,17,20,0.85,0.0,20,0.0,20,0.0,20,0.95,20
llama,5,clear,baseline,BM_5,BM-208,B,M,29.6,0.0,0.666666667,0.066666667,0.0,0.0,2.172413793,3.233333333,2.366666667,2.413793103,2.1,1.793103448,3.5,2.233333333,1.633333333,4.866666667,2.224489796,2.566666667,3.366666667,2.433333333,132.0,0.333333333,-0.6831928134660907,-0.999221315893738,1.2467750700002862,-0.3665711370382698,-0.3884889504496426,-0.6486029324910125,0.0679247049509641,0.9925921151976884,0.1418426022866667,-0.1888297308765612,-0.8919400102924037,-0.2377874621547443,0.3842784570480761,-0.4568833842256357,-1.007062974785074,0.9933557632203494,-1.1287725403046411,0.3335511037732529,-0.4613302262465867,-0.176836402934709,-0.3430962776367073,-0.3503819289036137,17,20,0.85,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IF_1,IF601-519,I,F,29.2,1.0,0.0,0.34285714,0.0,0.28571429,2.37142857,2.37142857,2.48571429,4.17142857,2.77142857,2.51428571,4.74285714,3.34285714,5.74285714,2.28571429,2.18518519,2.54285714,4.85714286,2.54285714,134.0,0.65714286,-1.139389662097887,1.0026153608757988,-0.5196624786487102,0.9323618006335928,-0.3884889504496426,0.1243477617840208,0.4225676570209857,-0.164045624217873,0.331446276458111,2.531666344576134,0.1615826365214295,1.3906238837566196,2.0700000712195457,1.7625371830609309,1.890966806752215,-0.9700314175639866,-1.178080172878424,0.2991285494578545,2.654161096705428,0.0355271987501907,-0.2748410501304599,0.4886478870856107,15,20,0.75,0.0,20,0.0,20,0.0,20,0.95,20
llama,5,clear,baseline,IF_2,IF614-107,I,F,29.0,1.0,0.02857143,0.25714286,0.0,0.08571429,2.82857143,2.62857143,2.85714286,3.48571429,3.0,2.62857143,4.82857143,3.4,5.62857143,2.42857143,2.60714286,2.97142857,4.8,3.0,144.0,0.74285714,-1.3674880864137833,1.0026153608757988,-0.4439580085306678,0.5292447042635502,-0.3884889504496426,-0.4167177160925203,1.237193062390421,0.1810286218763584,0.9230097179578658,1.4703068973831683,0.5202286469520297,1.6486781550964904,2.1862567403459443,1.8768421109565216,1.810372702243081,-0.8613568523689726,-0.6487342291981966,0.9187344461731982,2.5347173341450007,0.9219144317481806,0.0664350874007771,0.7107439978527559,14,20,0.7,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IF_3,IF625-225,I,F,30.42424242,1.0,0.0,0.15151515,0.0,0.09090909,2.12121212,2.75757576,2.66666667,2.6969697,2.81818182,2.0,3.6969697,2.6969697,5.06060606,2.39393939,2.85185185,2.42424242,4.42424242,2.60606061,150.666667,0.84848485,0.256849172815515,1.0026153608757988,-0.5196624786487102,0.0324740873789788,-0.3884889504496426,-0.402664081370155,-0.0233163211545693,0.3541466774103188,0.6196438501137168,0.2494755009320939,0.2349420523817777,0.229379730466447,0.6514339248332714,0.4705451956478401,1.4098444088339637,-0.887702206117594,-0.3417467741802911,0.127641663481252,1.7492841380151458,0.1580769611793172,0.2939525237974728,0.9844382245351694,20,20,1.0,0.0,20,0.0,20,0.0,20,0.95,20
llama,5,clear,baseline,IF_4,IF649-016,I,F,30.61290323,1.0,0.06451613,0.12903226,0.0,0.09677419,3.29032258,3.03225807,2.87096774,3.29032258,3.64516129,3.25806452,3.83870968,3.16129032,4.80645161,2.96774194,2.68965517,3.06451613,4.09677419,3.38709677,127.666667,0.87096774,0.4720153402713211,1.0026153608757988,-0.348716906945903,-0.0732636885762884,-0.3884889504496426,-0.3867970656986866,2.060030408572646,0.7227580829094723,0.9450282007878784,1.167876507116703,1.5325359276246813,3.0700576647450566,0.8436797913841383,1.399342511524858,1.2306150869462005,-0.4511979989842273,-0.5452225271779789,1.053315514927229,1.0647885158113668,1.672484253319405,-0.490982592524372,1.0426941234099607,20,20,1.0,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IF_5,IF732-260,I,F,28.16666667,1.0,0.0,0.0,0.027777778,0.027777778,2.777777778,3.083333333,3.194444444,2.444444444,4.138888889,2.222222222,4.055555556,3.416666667,4.888888889,2.75,1.44827586,2.527777778,4.611111111,2.833333333,131.6666667,0.972222222,-2.3178981839283783,1.0026153608757988,-0.5196624786487102,-0.6801066789072386,-0.0645751909886326,-0.5734549488514201,1.146679126876489,0.791298807212646,1.4602201050165635,-0.1413870987361264,2.307232194873958,0.7311518991480364,1.1377938680165869,1.9101810472592344,1.2887497275690285,-0.6168390768765808,-2.102533008859848,0.2773276057647449,2.1398893607460674,0.598752421091102,-0.3544721477501611,1.305056785150127,17,20,0.85,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IM_1,IM666-372,I,M,29.75,0.0,0.1,0.1,0.05,0.0,3.75,4.7,4.15,2.65,3.3,2.6,3.4,2.55,2.25,5.0,3.77777778,4.45,3.65,3.75,116.0,0.9,-0.5121189952291696,-0.999221315893738,-0.2546968464838435,-0.2098033684553019,0.1945558119158173,-0.6486029324910125,2.8791723822801125,2.960793349276536,2.982105546547278,0.1767750537038118,0.990951532700174,1.5841645872615229,0.2486456831822502,0.1765563935238883,-0.5721906026617561,1.0947853591773808,0.8198274074048946,3.05637478478102,0.1309117328066789,2.376143476796577,-0.8891380976866866,1.117920235474141,17,20,0.85,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IM_2,IM632-097,I,M,33.57142857,0.0,0.047619048,0.142857143,0.0,0.095238095,3.238095238,3.476190476,3.333333333,3.047619048,3.523809524,2.666666667,3.761904762,3.380952381,2.619047619,5.476190476,3.2962963,3.904761905,4.095238095,3.476190476,116.0,0.857142857,3.846190182034589,-0.999221315893738,-0.3934883670846189,-0.0082448061611814,-0.3884889504496426,-0.3909527055748804,1.966961647424068,1.318495566412799,1.6814243843828962,0.7922161277597198,1.342125749350836,1.734696238769189,0.7395071506353652,1.8387404703249948,-0.3119387971251478,1.4570339169275,0.2158088374967981,2.268098396931645,1.0615776690590304,1.845234459981009,-0.8891380976866866,1.0068721723172045,16,20,0.8,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IM_3,IM682-019,I,M,29.14285714,0.0,0.0,0.19047619,0.0,0.0,2.47619048,3.66666667,3.04761905,2.71428571,3.14285714,1.85714286,3.19047619,3.04761905,1.95238095,5.0952381,2.75862069,3.33333333,3.47619048,3.38095238,135.0,0.80952381,-1.2045606437324057,-0.999221315893738,-0.5196624786487102,0.2157091482854821,-0.3884889504496426,-0.6486029324910125,0.6092526539189497,1.5741061209638707,1.226375585802015,0.2762774960738429,0.7443823975871184,-0.0931880861286432,-0.035537272230112,1.171961762273766,-0.7820710927038559,1.1672350743788704,-0.4587052747109304,1.4419571989016085,-0.2323963521862989,1.660570452783266,-0.2407134363773362,0.8834854374914799,19,20,0.95,0.0,20,0.0,20,0.0,20,1.0,20
llama,5,clear,baseline,IM_4,IM674-281,I,M,28.21052632,0.0,0.0,0.0,0.0,0.052631579,3.210526316,3.0,2.210526316,2.789473684,3.157894737,2.684210526,3.526315789,2.789473684,2.315789474,5.157894737,3.4137931,2.315789474,4.052631579,3.368421053,116.0,0.947368421,-2.267876598648147,-0.999221315893738,-0.5196624786487102,-0.6801066789072386,-0.3884889504496426,-0.5062172802758529,1.9178340196626973,0.6794691921127183,-0.1068375770397098,0.3926546357189426,0.767977534435644,1.7743098296074364,0.4199712916334538,0.655584257766448,-0.5257959681693338,1.2148993548100535,0.3632085860910278,-0.0291538673308484,0.9725187283509336,1.6362725598547334,-0.8891380976866866,1.2406575678915723,17,19,0.8947368421052632,0.0,19,0.0,19,0.0,19,1.0,19
